BOB_COMPANY_ID,ACCOUNT_NAME,COUNTRY,INDUSTRY,PAYING_MODULES,ACCOUNT_OWNER,RENEWAL_MANAGER,ACCOUNT_MANAGER,MASTER_CONTRACT_END_DATE_C,QUARTER,TENURE_YEARS,ARR,ACTIVE_USERS,MAX_QUOTED_NUMBER_EE,CUSTOMER_IS_LIVE,ACCOUNT_HEALTH_SENTIMENT,SEGMENT,RISK_SEVERITY,Risk - DESCRIPTION,OPEN_CHURN_REQUESTS,TOTAL_CUSTOMER_RELATED_RISKS
640490,Pazu Games,Israel,Software General,"Compensation,  Learning,  Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-09-14,Q3 2027,0.47,"$40,095.00",135,100,TRUE,,SMB - Medium,🔴 High,"PAZU World specializes in creating engaging games for children, focusing on imaginative adventures and educational activities. Their diverse game offerings include fun pizza making, pet care, fashion design, and cooking simulations, catering to young kids and toddlers. The company aims to provide a magical and entertaining experience while promoting creativity and development in children. With a variety of themes and gameplay styles, PAZU World serves families looking for quality digital content for their kids.",0,1
559658,SystemsAccountants,United Kingdom,"Human Resources, Staffing and Recruiting",,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-29,Q2 2026,3.85,"$18,756.40",128,100,TRUE,,SMB - Medium,🟢 No Risk,"SystemsAccountants, headquartered in London, is a recruitment and resourcing company. They specialize in placing professionals with a hybrid combination of financial and accounting experience and technology project and change management experience.",0,0
640774,Sunflower,Israel,Legal Services,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-14,Q4 2026,0.39,"$27,324.00",138,95,TRUE,,SMB - Medium,🟢 No Risk,Sunflower LLP is a company that operates in the Law Firms & Legal Services industry. It employs 10to19 people and has 5Mto10M of revenue.,0,0
638716,Nimble,Israel,Financial Services,"Payroll Hub,  Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-01-07,Q1 2027,1.15,"$18,280.08",93,90,TRUE,,SMB - Small,🟢 No Risk,"Nimble Way is a company that operates in the Food & Beverages industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in New York City, New York.",0,0
559599,Globaldots,Israel,Software General,Time & Attendance,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-09,Q2 2026,3.9,"$18,749.28",134,120,TRUE,Medium Risk,SMB - Medium,🟡 Low,"Founded in 2002, GlobalDots is a web performance and cloud security system integrator offering web and mobile, cloud performance, and security services, hosting and hardware services as well. GlobalDots is based all over the world with headquarters in London, United Kingdom.",0,1
639152,Harmoniz,Israel,Agriculture,,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-03-04,Q1 2027,1,"$11,746.68",121,107,TRUE,,SMB - Medium,🟢 No Risk,A global agritech company engaged in the development of GH seeds. Formed from the merger of TomaTech and Nirit Seeds.,0,0
555829,CHANDRIS,Greece,Shipping & Logistics,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-14,Q2 2026,3.72,"$19,530.00",105,90,TRUE,,SMB - Medium,🟢 No Risk,"Chandris (Hellas) Inc. management is committed to the fact that building ships is not enough. Therefore, the primary mission of the Company is to train the finest seafarers to carry cargoes safely, to protect the seas and environment, improve energy performance and not just to invest in ships. The Company recognizes that although shipping is by far the most fuel-efficient mode of transport, nevertheless additional action has to be taken to further improve the energy efficiency of ship related operations. The increased energy efficiency will eventually result in increased environmental protection by reducing air emissions. For this reason,  Chandris (Hellas) Inc. has taken the decision to retrofit scrubbers on board several of their vessels.",0,0
73387,OurCrowd Management Limited,Israel,Venture Capital & Private Equity,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-29,Q2 2026,6.68,"$23,839.20",154,150,TRUE,Low Risk,SMB - Medium,🟠 Medium,"OurCrowd is the leading crowd investing platform for accredited investors. We enable angel investors from around the world to invest alongside us in hand-picked, diligenced early-stage companies at the same terms, while providing fast-growing companies with a new strategy for raising capital. Our mission is to grow this global equity crowdfunding solution at a scale never accomplished before.",0,1
554620,Blend Localization,Israel,Software General,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-23,Q2 2026,3.86,"$21,042.00",105,100,TRUE,,SMB - Medium,🟢 No Risk,"previous one Hour Translation One Hour Translation is the world's largest online translation agency, offering professional translation services to thousands of business customers worldwide, 24/7/365. One Hour Translation provides professional, high-quality translations, performed by real people, for 98 languages and 3,000 language pairs, thanks to a community of over 20,000 Professional Translators from more than 100 different countries.

The online translation agency serves over 80,000 business customers across the globe, including more than 60% of the Fortune 500 companies. Some of One Hour Translation's top customers include Coca Cola, the U.S. Army, Microsoft, Amazon, IBM, HP, Xerox, Shell, Deloitte, HSBC, Procter and Gamble, Ikea, 3M, McCANN and Allianz.

One Hour Translation specializes in providing translations in different business areas, including legal, technical, websites, applications and software, marketing and more. The agency also offers MyTeam - a team of dedicated translators that provide more speed and better quality, similar to an in-house translation team.

For more information, please visit our website or follow us on Twitter and Facebook. One Hour Translation also offers services that are tailored for business via OHT Enterprise, app localization via OHT Mobile and OHT Media for online advertising.",0,0
627872,Adcash OÜ,Estonia,Advertising & Marketing,"Your Voice,  Compensation,  Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2028-04-02,Q2 2028,2.92,"$26,853.11",111,100,TRUE,,SMB - Medium,🟠 Medium,"Online advertising company.
Biggest competitors are Facebook and Google, who own 99% of the market.",0,0
640757,ACS motion,Israel,Machinery,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-14,Q4 2026,0.39,"$23,500.80",134,136,TRUE,,SMB - Medium,🟢 No Risk,"ACS Motion Control is a global company providing EtherCAT® network based high performance machine control systems for motion centric applications. Since 1985, ACS Motion Control has provided state of the art control solutions to world leading manufacturers, such as GE, Philips, Applied Materials, Samsung and LG. ACS has its international headquarters in Israel with sales and support centers in the USA, Germany, China and South Korea.",0,0
635972,Oasis Security,Israel,Computer & Network Security,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-30,Q2 2026,1.84,"$21,135.60",103,45,TRUE,,SMB - Medium,🟢 No Risk,"Oasis Security is the leading provider of Non-Human Identity Management (NHIM) solutions. NHI Management is a huge and unresolved security weakness that is constantly exploited by malicious cyber attackers. By enabling control over Non-Human Identities, we bridge the gap between devops/R&D and security ensuring their customers elevate their security posture while maintaining highly efficient operations.",0,0
622641,365Scores,Israel,Sporting Goods,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-09-10,Q3 2026,3.48,"$27,349.44",124,102,TRUE,,SMB - Medium,🟢 No Risk,"365Scores is a cross-platform application that enables users to create their own personalized sports channel. Individuals can get live scores, news form media channels, video highlights, statistics, fixtures, standings, tweets, and more. Covering over 10 major sports, the platform is available in over 20 languages.",0,0
27071,Ilyon,Israel,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-04-30,Q2 2027,7.84,"$17,796.24",126,120,TRUE,Low Risk,SMB - Medium,🟢 No Risk,"Ilyon is a leading mobile games developer and publisher of casual games with hundreds of millions of downloads in Google Play and App Store. The company was founded in 2013 by a team of game developers and artists who are passionate about developing unique and enjoyable mobile games. Our games are loved by mobile users all over the world, and we are continuously working to add more fun games to our pool.",0,0
641072,Kela Technologies,Israel,Information Technology and Services,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-11-22,Q4 2026,0.28,"$21,186.00",107,90,TRUE,,SMB - Medium,🟢 No Risk,"Kela is a secure, open platform that facilitates the integration of commercial and military systems to support Western defense initiatives. Developed by Israeli innovators, the technology is designed to address current frontline challenges and adapt to future innovations. The company aims to provide advanced defense solutions to the Pentagon and other Western allies, leveraging a unique team of experts from elite intelligence units. Kela is focused on transforming defense technology to enhance security and operational capabilities.",0,0
637778,Appbooster,Poland,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-09-30,Q3 2026,1.42,"$16,343.58",86,75,TRUE,,SMB - Small,🟢 No Risk,"Appbooster is a mobile app marketing platform focused on user acquisition and traffic monetization. We use complex approach and efficient solutions to provide the best services via our own large source of incentive and non-incentive traffic. Our specialization: - Boost campaigns as one of the most effective way for you app to hit and stay in the top of AppStorePlayMarket - ASO - Reviews and rating improvement for iOSAndroid apps - Top Tranding SearchesKeywords Our advantages: - Own iOSAndroid offerwall with thousands active users - NO Fraud, quality traffic only - Own media buying department, direct publishers - Integration with the main app analytics tools (Appsflyer, Adjust, MAT, AD-X Tracking, Kochava, etc) Our volumes: For AppStore: - 25 000 - 30 000 incent installs per day (real people which can stay in your app if they like it) - 2000 - 3000 non-incent per day For PlayMarket: - 50 000 - 80 000 incent installs per day (real people which can stay in your app if they like it). Feel free to boost your app to Top-10 PlayMarket ;) - 2000 - 3000 non-incent per day Our achievements: - More than 600 apps have been promoted to the Top AppStorePlayMarket by our company - Appbooster has been recognized as one of the most popular CPA and user acquisition service in Russia. - TOP-20 Gaming iOS Europe (AppsFlyer Performance Index) Our partners: AppLift, IronSource, Aarki, Avazu, Glispa, TapJoy, Fyber, Cliccky, NativeX, Mobvista and others Our clients: Snail Games, Plarium, IGG, Alibaba, Gett, Disney, Gaijin and many others",0,0
606238,Terasky,Israel,Information Technology and Services,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-07-31,Q3 2027,3.59,"$23,639.04",114,100,TRUE,Low Risk,SMB - Medium,🟢 No Risk,"TeraSky’s team is highly-skilled and experienced with proven capabilities in designing, deploying and supporting complicated IT projects based on Cloud Computing, Software Defined Data Centers, Software Defined & Legacy Storage, Data Protection Solutions, Automation & Virtualization, Big Data, IOT and more.",0,0
507049,Penfold,United Kingdom,Financial Services,"Talent Package,  UK Payroll",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-02-09,Q1 2027,4.15,"$23,820.29",80,32,TRUE,,SMB - Small,🟢 No Risk,"Penfold is a digital pension created specifically for the self employed. It's purpose is to help you invest, transfer, or withdrawal your pension in an easy to use modern fashion. The company was founded in 2019 out of London, England.",0,0
32294,Pipl,Israel,Internet Software & Services,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-31,Q3 2026,7.51,"$13,833.60",88,80,TRUE,,SMB - Small,🟢 No Risk,"PIPL is a people data company that makes it easy for anyone to get contact, social, demographic and professional information about people.",0,0
560382,Versatile,Israel,Software General,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-21,Q2 2026,3.79,"$11,653.44",61,40,TRUE,,SMB - Small,🟡 Low,"Versatile (Formerly known as Versatile Natures) is a Construction Tech Company that has pioneered a new, non-intrusive way to capture jobsite performance data. 
The data we capture on the job gives construction professionals the power to take decisive action to move projects forward faster and safer. All in a way
that doesn’t disrupt their existing processes.

Our vision is to connect all fragmented pieces of the construction process
to a single source of productivity and precision. We transform construction
professionals into superheroes and construction into a truly controllable
manufacturing process.",0,1
629312,EverC,Israel,Software General,"Time & Attendance,  Talent Package,  Your Voice",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-04,Q2 2026,3,"$22,414.08",104,100,TRUE,Low Risk,SMB - Medium,🟠 Medium,"(formerly EverCompliant) EverC provides of online data intelligence to detect and prevent online money laundering. The company is headquartered out of New York City,New York and was established in 2008.",0,1
639475,bluewhite,Israel,Agriculture,,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-03,Q2 2026,0.84,"$12,672.00",74,120,TRUE,,SMB - Medium,🟠 Medium,"The Bluewhite mission is to build resilient farms by maximizing the grower’s productivity and reducing their operational cost. We equip existing fleets with autonomous technology, an easy-to-use platform, and end-to-end service; supporting their journey to a more profitable and sustainable farm. Together, we will Grow Forward.",0,1
560325,ART MEDICAL Ltd.,Israel,Medical Devices & Equipment,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-31,Q2 2026,3.76,"$17,913.60",80,70,TRUE,,SMB - Small,🟢 No Risk,"ART MEDICAL is on a mission to bring critical care into the 21st century and save lives by preventing ICU-acquired complications, such as aspiration pneumonia, ventilator-associated events, malnutrition and acute kidney injury (AKI) - all are risk factors for COVID-19 patients.",0,0
630164,Commbox,Israel,Software General,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-15,Q2 2026,2.89,"$19,241.04",91,80,TRUE,,SMB - Small,🟢 No Risk,"Commbox offers a holistic approach to customer interactions, creating a state-of-the-art customer experience. 

The company, founded in 2013, is revolutionizing customer communication with its AI-powered omnichannel solution. Using the Commbox platform, companies and enterprises can provide a unified customer experience at the highest level while managing all customer interaction across all channels (website chatbots, messaging, emails, social media, etc.) in one smart inbox. 

Commbox's mission is to pave the way for companies and enterprises worldwide to become autonomous without losing their quintessential human touch.",0,0
623936,Fieldin,Israel,Software General,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-18,Q4 2026,3.38,"$12,729.60",76,80,TRUE,Medium Risk,SMB - Small,🟠 Medium,"Fieldin’s field intelligence platform helps growers manage and optimize pesticide applications, harvest activities and other critical field operations.

Using our proprietary sensors and mobile-friendly software, Fieldin’s technology seamlessly connects tractors, machinery and in-field sensors to provide managers with actionable data that improves production, transparency and efficiency in the field.",0,1
623825,8fig,Israel,Technology,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-31,Q4 2026,3.34,"$15,120.00",43,45,TRUE,,SMB - Small,🟠 Medium,"Founded in 2020, 8fig is a growth platform for online retailers that offers unlimited growth capital, cost effective supply chain analytics, and flexibility.",0,1
634692,Honeycomb Programs,Israel,Insurance,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-12-03,Q4 2026,2.25,"$57,498.72",206,70,TRUE,,Mid Market - Medium,❌ Critical,"Our mission is to bring simplicity and transparency to the commercial real estate insurance market, resulting in a better insurance offering for a fraction of the cost. The secret sauce in making our product offerings better and cheaper is technology, and we leverage our proprietary technology throughout the process of purchasing and managing your insurance policy. our partners",0,0
622855,cyolo,Israel,Computer & Network Security,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-22,Q4 2026,3.36,"$17,443.20",72,80,TRUE,,SMB - Small,🟢 No Risk,"Cyolo is a cloud software company and developer of a Zero Trust Network Access (ZTNA) 2.0 that enables users to securely access their organization’s apps, servers, desktops, and files. The company is based in Tel Aviv, Israel.",0,0
640432,Eon,Israel,Information Technology and Services,Time & Attendance,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-08-16,Q3 2027,0.55,"$18,900.00",120,150,TRUE,,SMB - Medium,🔴 High,"Meet Eon, the next-generation cloud backup solution with the first-ever backup autopilot for cloud infrastructure. We empower organizations with cloud backup posture management (CBPM), making complex backups simple and turning them into valuable, easily accessible assets.",0,0
590085,Jifiti,Israel,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-10,Q3 2026,3.65,"$16,512.00",86,70,TRUE,,SMB - Small,🟢 No Risk,"Jifiti is a fintech company with offices in the US and Tel Aviv, Israel. Its proprietary POS-financing platform is changing the way lenders and merchants implement and offer consumer financing at the point-of-sale. The end-to-end solution works seamlessly with any existing POS or e-commerce system, eliminating the integration process between lenders and the merchant's systems. Jifiti operates in North America and Europe, supporting global retail brands and financial institutions.",0,0
635895,Liquidity Capital,Israel,Financial Services,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-03-14,Q1 2026,1.97,"$23,850.00",122,125,TRUE,,SMB - Medium,🟢 No Risk,"Liquidity Group is the fastest-growing provider of non-dilutive financing to mid-market and late-stage companies, globally.

Liquidity Capital is based in Tel Aviv with offices in New York City and Miami.",0,0
638236,Intent IQ,Israel,Advertising & Marketing,"Talent Package,  Hiring",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-12-14,Q4 2026,1.22,"$18,273.60",72,65,TRUE,,SMB - Small,🟢 No Risk,"Intent IQ is a privacy-forward next generation identity resolution leader, whose technology is powering many of the leading platforms in the industry. It is backed by AlmondNet Group's IP portfolio currently comprised of over 150 granted patents. Intent IQ's solutions are fueled by a powerful identity device graph with unparalleled accuracy and scale that connects all screens and devices, in real-time, across multiple environments including cookieless, MAID-less and CTV. Its solutions include privacy-friendly identity resolution, bid enhancement and attribution. Intent IQ is headquartered in New York City and has a research and development center in Herzliya, Israel.",0,0
589522,Venn City,Israel,Real Estate,,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-21,Q3 2026,3.53,"$11,684.52",93,55,TRUE,,SMB - Small,🟠 Medium,"Positive transformation of urban life.

Venn is a new way of neighboring that balances city life with more space for community, personal growth and social involvement. Our wholebeing platform provides housing, services, shared spaces, workshops and communal activities all connected by our neighborhood app.  Through the power of our platform, our members become active creators and participants in their community. When our members experience a positive transformation, the whole community benefits from a genuine, measurable impact.

Our first neighborhood prototype is now live in the Shapira district of south Tel Aviv and the model is expanding to target cities in the US and Europe. As we grow at rapid speed we are looking for the world’s best and brightest entrepreneurs to join our movement in Tel Aviv, Berlin and New York. We are well funded with an impressive roster of investors and advisors.",0,1
556309,Ultra Information Solutions,Israel,Information Technology and Services,Time & Attendance,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-05-31,Q2 2026,3.76,"$10,108.80",53,60,TRUE,,SMB - Small,🟡 Low,"Ultra is a global leader in digital identity solutions, pursuing a vision of trust and transparency in an interconnected world.

Our digital identity solutions allow governments and corporations worldwide to avert risks and obtain a competitive advantage by generating real-time comprehensive insights on any person, company, event and topic. 

Our proprietary core technological assets represent an innovative breakthrough in  data collection, identification, automation, reconstruction and contextualization. 

Our company DNA is diversity, determination, transparency and an insatiable thirst for success through innovation.",0,1
628445,Autofleet,Israel,Technology,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-01-21,Q1 2027,3.12,"$21,993.60",116,50,TRUE,,SMB - Medium,🟢 No Risk,"Autofleet provides the leading Vehicle-as-a-Service platform for fleets to optimize existing operations and to seamlessly launch new business models from existing assets. The platform leverages advanced machine-learning algorithms for demand prediction, optimized placement and matching, automated pit-stop management and in/de-fleeting, and more.",0,0
58896,NeuroDerm,Israel,Retail,"Your Voice,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-30,Q2 2026,6.68,"$19,567.08",111,105,TRUE,Medium Risk,SMB - Medium,🔴 High,NeuroDerm is a clinical-stage pharmaceutical company developing next-generation treatments for central nervous system (CNS) disorders that will make a clinically meaningful difference in patients’ lives. NeuroDerm’s technology enables new routes of administration for existing drugs that overcome their current deficiencies and achieve enhanced clinical efficacy.,0,1
641933,Cust2mate,Israel,Retail,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-02-07,Q1 2027,0.07,"$19,852.80",82,110,FALSE,,SMB - Small,🟢 No Risk,"Cust2Mate is a leading smart shopping cart platform provider, transforming the grocery retail domain by digitizing the in-store shopping experience. Our user-friendly and award-winning Smart Carts are trusted by leading grocery chains, delivering an enriching and frictionless shopping experience for the shoppers and answering grocery retailers' major challenges.",0,0
143657,UENI,United Kingdom,Internet Software & Services,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-03-16,Q1 2027,5.55,"$18,048.61",136,90,TRUE,,SMB - Medium,🟠 Medium,"UENI Ltd has been providing free websites to small businesses since 2015. The company brings the benefits of online marketing to small businesses, with over 600,000 customers in 10 countries. By filling out a simple form, any small businesses can obtain a free website built for humans, by humans, which is ready to make sales and accept bookings from day one. UENI also provides curated access to partner services like bank accounts, business loans, insurance and accounting support, to help the small business organize itself and grow.",0,1
632003,Dataloop Ltd.,Israel,Technology,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-07-22,Q3 2026,2.62,"$12,816.00",51,60,TRUE,,SMB - Small,🟢 No Risk,"Dataloop is the leading SaaS platform for AI data annotation and data management focusing on accelerating vision AI. Dataloop's proprietary platform works to streamline the process of preparing unstructured data by weaving together both human and machine intelligence and to power enterprises successfully in production AI. Founded in 2017, Dataloop eliminates the data challenges companies face allowing them to focus resources on their core business and help make machine learning systems accessible, affordable and scalable. Dataloop is based in Tel Aviv, Israel.",0,0
499088,Cymulate -  Breach & Attack,Israel,Software General,"Time & Attendance,  Talent Package",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-01-22,Q1 2027,4.11,"$38,757.60",189,210,TRUE,Low Risk,Mid Market - Medium,🟢 No Risk,"Founded in 2016 Cymulate is a SaaS-based breach and attack simulation platform that lets organizations protect themselves by showing where they're exposed, and how to fix it .",0,0
549126,Media Force,Israel,Internet Software & Services,"Talent Package,  Time & Attendance,  Hiring",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-03-30,Q1 2026,3.93,"$21,796.80",76,63,TRUE,,SMB - Small,🟢 No Risk,"Media Force, Ltd offers many solutions for your marketing needs. In offering these solutions we collect and use certain information about our business partners like you. This Privacy Notice describes how we collect and use this information. This Privacy Policy explains:


What information we collect and how we collect it. How we use and share that information. The choices we offer you to control the collection, use and sharing of information. How to contact us if you have questions or complaints.",0,0
639576,Up Hellas,Greece,Hospitality / Travel,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2028-05-18,Q2 2028,0.79,"$16,425.43",91,80,TRUE,,SMB - Small,🟢 No Risk,"Up Hellas designs and implements employee benefits focusing on meals, gifts, and sports activities. Their corporate solutions include meal cards, gift cards, meal vouchers, and wellness memberships. The company targets businesses looking to enhance their employee offerings and engagement. With a digital-first approach, Up Hellas provides comprehensive online reporting and app access for managing employee benefits.",0,0
403407,Tastewise,Israel,Software General,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-06-29,Q2 2026,4.68,"$21,772.80",120,35,TRUE,,SMB - Medium,🟢 No Risk,"""Tastewise fuels product, sales, and marketing innovation by helping you predict how consumers cook, order, and eat. No guesswork, no outdated reports - Tastewise AI equips exceptional food and beverage brands with real-time insights.""",0,0
627871,Perfomalis Ltd,Bulgaria,Media & Internet,"Compensation,  Time & Attendance,  Talent Package,  Your Voice",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2028-04-02,Q2 2028,2.92,"$18,052.61",73,65,TRUE,,SMB - Small,🟢 No Risk,"Perfomalis is a full-service performance marketing agency that is focused on delivering excellent results, providing a complete suite of digital services. Through fully integrated approaches in SEO, inbound marketing and content marketing, we offer users personalized experiences across all channels and media touchpoints, combining volume and quality for guaranteed results on all markets.",0,0
635141,Enjoy Gaming,Ukraine,Casinos & Gaming,"Talent Package,  Your Voice,  Sandbox,  Learning",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2027-02-12,Q1 2027,2.01,"$48,161.58",149,80,TRUE,,SMB - Medium,🟢 No Risk,"Enjoy Gaming Ltd (ENJOY), is a publisher specializing in the publication of video games. ENJOY currently operates from premises in the UK just outside Cambridge and product is currently being developed both in house and also via very experienced Developers. ENJOY sees attractive, homely, recognizable IP as the key to both longevity and volume sales and is looking to acquire or develop market appealing quality product.",0,0
637500,No Traffic,Israel,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-19,Q3 2026,1.54,"$31,347.60",173,99,TRUE,,SMB - Medium,🟢 No Risk,"NoTraffic is the World's First Autonomous Traffic Management Platform -
Solving today's traffic challenges, while preparing the roads for the connected era.

Deploying the platform transforms any traffic signal into a smart infrastructure capable of understanding the complete traffic picture and responding in real time to all road users including detection and segmentation of bikes, cars, buses, pedestrians, and emergency vehicles. 

Cities use the cloud dashboard to define policies such as transit priority corridors or bike & pedestrian safety. AI software intelligently implements these policies at each traffic signal, operating intersections in real-time to autonomously manage an entire city grid based on actual demand, customized service for every type of user to cut congestion, reduce emissions and prevent accidents.

The platform natively integrates V2X tools to provide the infrastructure necessary to manage both current traffic and future mobility innovations.",0,0
640930,wonderful.ai,Israel,Information Technology and Services,Time & Attendance,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-22,Q4 2026,0.36,"$43,758.00",330,130,TRUE,,Mid Market - Medium,🟢 No Risk,"Wonderful is building AI agents that deliver natural voice support, alongside chat and email, all on one platform. The AI platform makes interaction seamless: zero wait time, 24/7 availability, and expert-level support in any language, across voice, chat, and email.",0,0
623945,Block Media Ltd,Bulgaria,Hi-Tech,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-02,Q4 2026,3.42,"$26,738.69",135,32,TRUE,,SMB - Medium,🟢 No Risk,"Our mission is to invest in anyone operating in the Web3 space with exceptional ideas, coupled with the ambition and drive to make them a reality.",0,0
357959,Credito,Israel,Business Services,"Talent Package,  Compensation,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-04-20,Q2 2026,4.87,"$15,456.00",56,22,TRUE,,SMB - Small,🟠 Medium,"Credito is a Start-Up company on the leading edge of the Fintech Industry.
We specialize in predicting the repayment capacity of individuals as well as small to medium sized companies in order to provide accurate and tailor-made credit assessments for our customers.",0,1
640891,Seraphic,Israel,Computer & Network Security,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-10-31,Q4 2026,0.34,"$16,816.80",77,68,FALSE,,SMB - Small,❌ Critical,Seraphic was founded in 2020 with an acknowledgement that the humble web browser had grown to become an extremely complex piece of software as well as an indispensable element of modern work and—because of those two characteristics—it had also become a desirable target for attackers.,1,1
614479,Ziflow,Poland,Software General,Talent Package,Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-08-31,Q3 2026,3.51,"$18,708.00",95,100,TRUE,Medium Risk,SMB - Small,🟢 No Risk,"Ziflow simplifies how teams review and approve creative content so they accomplish more together. The leading online proofing experience, Ziflow empowers teams of all sizes to make feedback effortless, get aligned, and raise review efficiency. Ziflow was founded in 2015 and is located in England, the United Kingdom.",0,0
635174,Addionics,Israel,Electronic Components,"Talent Package,  Time & Attendance",Daniel Rosemberg,Jurgita Kazlauskaite,Idan Mizrahi,2026-12-23,Q4 2026,2.2,"$16,426.56",71,60,TRUE,,SMB - Small,🟠 Medium,"Addionics is creating the next step change in batteries for electric vehicles by transforming battery architecture with Smart 3D Electrodes. The company's scalable, cost-effective manufacturing process combined with its AI-based optimization software significantly improves the economics and performance for batteries with any chemistry - existing or emerging. Addionics' technology can also be applied to consumer electronics, stationary energy storage, aviation and defense, and medical devices.",0,1
